Token,Rendu EN,Rendu FR,Action recommandée,Domaine,Note,Source URL
BPM,B. P. M.,B.P.M.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
BPMN,B. P. M. N.,B.P.M.N.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
BSS,B. S. S.,B.S.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
BYOK,B. Y. O. K.,B.Y.O.K.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CAP,C. A. P.,C.A.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CAPTCHA,cap-cha,captcha,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CASB,C. A. S. B.,C.A.S.B.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CCaaS,C. C. A. A. S.,C.C.A.A.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CDC,C. D. C.,C.D.C.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CDK,C. D. K.,C.D.K.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CE,C. E.,C.E.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Ceph,C. E. P. H.,C.E.P.H.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CIAM,C. I. A. M.,C.I.A.M.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CIDR,cider,cidre,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CLOB,C. L. O. B.,C.L.O.B.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CloudFormation,C. L. O. U. D. F. O. R. M. A. T. I. O. N.,C.L.O.U.D.F.O.R.M.A.T.I.O.N.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CloudFunctions,C. L. O. U. D. F. U. N. C. T. I. O. N. S.,C.L.O.U.D.F.U.N.C.T.I.O.N.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CloudRun,C. L. O. U. D. R. U. N.,C.L.O.U.D.R.U.N.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CloudWatch,C. L. O. U. D. W. A. T. C. H.,C.L.O.U.D.W.A.T.C.H.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CMS,C. M. S.,C.M.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CNAPP,C. N. A. P. P.,C.N.A.P.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CNI,C. N. I.,C.N.I.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Consul,Consul,Consul,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CORS,C. O. R. S.,C.O.R.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CPE,C. P. E.,C.P.E.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CRI,C. R. I.,C.R.I.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CRM,C. R. M.,C.R.M.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CRUD,C. R. U. D.,C.R.U.D.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CSI,C. S. I.,C.S.I.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CSP,C. S. P.,C.S.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CSPM,C. S. P. M.,C.S.P.M.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CSPROJ,C. S. P. R. O. J.,C.S.P.R.O.J.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CSR,C. S. R.,C.S.R.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CSRF,C. S. R. F.,C.S.R.F.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CSS,C. S. S.,C.S.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CSV,C. S. V.,C.S.V.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
cuBLAS,C. U. B. L. A. S.,C.U.B.L.A.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CVSS,C. V. S. S.,C.V.S.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CWE,C. W. E.,C.W.E.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
CWPP,C. W. P. P.,C.W.P.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
DaaS,D. A. A. S.,D.A.A.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Dask,Dask,Dask,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
DAST,D. A. S. T.,D.A.S.T.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Databricks,Databricks,Databricks,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Dataflow,D. A. T. A. F. L. O. W.,D.A.T.A.F.L.O.W.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
DataOps,DataOps,DataOps,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Dataproc,D. A. T. A. P. R. O. C.,D.A.T.A.P.R.O.C.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
DBaaS,D. B. A. A. S.,D.B.A.A.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
DCL,D. C. L.,D.C.L.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
DDL,D. D. L.,D.D.L.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
DDP,D. D. P.,D.D.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
DeepSpeed,D. E. E. P. S. P. E. E. D.,D.E.E.P.S.P.E.E.D.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
DeltaLake,D. E. L. T. A. L. A. K. E.,D.E.L.T.A.L.A.K.E.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
DevOps,DevOps,dev-ops,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
DHCP,D. H. C. P.,D.H.C.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Diffusers,D. I. F. F. U. S. E. R. S.,D.I.F.F.U.S.E.R.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
DKIM,D. K. I. M.,D.K.I.M.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
DLP,D. L. P.,D.L.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
DMARC,dee-mark,di-mark,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
DML,D. M. L.,D.M.L.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Docker,Docker,docker,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
DOCSIS,D. O. C. S. I. S.,D.O.C.S.I.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
DoH,D. O. H.,D.O.H.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
DOM,D. O. M.,D.O.M.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
DoT,D. O. T.,D.O.T.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
DRaaS,D. R. A. A. S.,D.R.A.A.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
DWH,D. W. H.,D.W.H.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
DynamoDB,D. Y. N. A. M. O. D. B.,D.Y.N.A.M.O.D.B.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
EBS,E. B. S.,E.B.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ECC,E. C. C.,E.C.C.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ECDH,E. C. D. H.,E.C.D.H.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ECDSA,E. C. D. S. A.,E.C.D.S.A.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ECS,E. C. S.,E.C.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
EFS,E. F. S.,E.F.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
EKS,E. K. S.,E.K.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ElastiCache,E. L. A. S. T. I. C. A. C. H. E.,E.L.A.S.T.I.C.A.C.H.E.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ELB,E. L. B.,E.L.B.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ELT,E. L. T.,E.L.T.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Envoy,Envoy,Envoy,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ERD,E. R. D.,E.R.D.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ERP,E. R. P.,E.R.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ETL,E. T. L.,E.T.L.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
FaaS,F. A. A. S.,F.A.A.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Fabric,F. A. B. R. I. C.,F.A.B.R.I.C.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Fargate,F. A. R. G. A. T. E.,F.A.R.G.A.T.E.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Feast,Feast,Feast,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
FIDO,fye-doh,fido,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
FIDO2,F. I. D. O. two,F.I.D.O. two,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
FinOps,FinOps,fin-ops,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
FSDP,F. S. D. P.,F.S.D.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
FTTH,F. T. T. H.,F.T.T.H.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
GGML,G. G. M. L.,G.G.M.L.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
GGUF,G. G. U. F.,G.G.U.F.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
GitOps,G. I. T. O. P. S.,G.I.T.O.P.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
GKE,G. K. E.,G.K.E.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
GPG,G. P. G.,G.P.G.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
GPON,G. P. O. N.,G.P.O.N.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Grafana,Grafana,Grafana,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
GraphQL,Graph Q. L.,Graph Q.L.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
gRPC,G. R. P. C.,G.R.P.C.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
GUID,G. U. I. D.,G.U.I.D.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Hadoop,Hadoop,Hadoop,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
HCL,H. C. L.,H.C.L.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
HCM,H. C. M.,H.C.M.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
HDFS,H. D. F. S.,H.D.F.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Helm,Helm,Helm,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Hive,Hive,Hive,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
HKDF,H. K. D. F.,H.K.D.F.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
HMAC,H. M. A. C.,H.M.A.C.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
HOTP,H. O. T. P.,H.O.T.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
HRIS,H. R. I. S.,H.R.I.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
HSM,H. S. M.,H.S.M.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
HSTS,H. S. T. S.,H.S.T.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
HTAP,H. T. A. P.,H.T.A.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
HTML,H. T. M. L.,H.T.M.L.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
HTTP,H. T. T. P.,H.T.T.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
HTTPS,H. T. T. P. S.,H.T.T.P.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Hudi,H. U. D. I.,H.U.D.I.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
HuggingFace,H. U. G. G. I. N. G. F. A. C. E.,H.U.G.G.I.N.G.F.A.C.E.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Hydra,H. Y. D. R. A.,H.Y.D.R.A.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
HYOK,H. Y. O. K.,H.Y.O.K.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Hyper-V,H. Y. P. E. R. dash V.,H.Y.P.E.R. tiret V.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
I2P,I. two P.,I. two P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
IaaS,I. A. A. S.,I.A.A.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
IaC,I. A. C.,I.A.C.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
IAM,I. A. M.,I.A.M.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
IAST,I. A. S. T.,I.A.S.T.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Iceberg,I. C. E. B. E. R. G.,I.C.E.B.E.R.G.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ICMP,I. C. M. P.,I.C.M.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
IDaaS,I. D. A. A. S.,I.D.A.A.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
IGA,I. G. A.,I.G.A.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
IMAP,I. M. A. P.,I.M.A.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
IMS,I. M. S.,I.M.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
INI,I. N. I.,I.N.I.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
IOA,I. O. A.,I.O.A.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
IOC,I. O. C.,I.O.C.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
IP,I. P.,I.P.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
IPv4,I. P. v four,I.P. v four,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
IPv6,I. P. v six,I.P. v six,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
IRM,I. R. M.,I.R.M.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
ISR,I. S. R.,I.S.R.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Istio,Istio,Istio,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
JDBC,J. D. B. C.,J.D.B.C.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
JIT,J. I. T.,J.I.T.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Jupyter,J. U. P. Y. T. E. R.,J.U.P.Y.T.E.R.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Kafka,Kafka,Kafka,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Keras,Keras,Keras,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Kerberos,Kerberos,Kerberos,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
KEV,K. E. V.,K.E.V.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Kinesis,K. I. N. E. S. I. S.,K.I.N.E.S.I.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
KMS,K. M. S.,K.M.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Knative,K-native,K-native,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Kubeflow,Kube-flow,Kube-flow,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Kubernetes,Kubernetes,kou-ber-nè-tiz,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
KVM,K. V. M.,K.V.M.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Lakehouse,L. A. K. E. H. O. U. S. E.,L.A.K.E.H.O.U.S.E.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Lambda,L. A. M. B. D. A.,L.A.M.B.D.A.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
LAN,lan,lan,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
LDAP,L. DAP,L. DAP,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
LFI,L. F. I.,L.F.I.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
LLMOps,L. L. M. Ops,L.L.M.-ops,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
LLVM,L. L. V. M.,L.L.V.M.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
LMS,L. M. S.,L.M.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
LTE,L. T. E.,L.T.E.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
LTI,L. T. I.,L.T.I.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
MD5,M. D. five,M.D. five,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
MDM,M. D. M.,M.D.M.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
MDR,M. D. R.,M.D.R.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Megatron,M. E. G. A. T. R. O. N.,M.E.G.A.T.R.O.N.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
Mesos,M. E. S. O. S.,M.E.S.O.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
MIMO,M. I. M. O.,M.I.M.O.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
MinIO,M. I. N. I. O.,M.I.N.I.O.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
MITM,M. I. T. M.,M.I.T.M.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
MITRE,M. I. T. R. E.,M.I.T.R.E.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
MLflow,M. L. flow,M.L. flow,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
MLOps,M. L. Ops,èm-elle-ops,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
MPI,M. P. I.,M.P.I.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
MPLS,M. P. L. S.,M.P.L.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
MPLS-TE,M. P. L. S. dash T. E.,M.P.L.S. tiret T.E.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
MTBF,M. T. B. F.,M.T.B.F.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
mTLS,M. T. L. S.,M.T.L.S.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
MTTR,M. T. T. R.,M.T.T.R.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
MVCC,M. V. C. C.,M.V.C.C.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
MXDR,M. X. D. R.,M.X.D.R.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
NAT,nat,nat,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
NCCL,N. C. C. L.,N.C.C.L.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
NDR,N. D. R.,N.D.R.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
NFV,N. F. V.,N.F.V.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
NLB,N. L. B.,N.L.B.,SPELL_OUT_COMMON,Cloud,,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary
